policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211002952,GBR,Annual,UK Emissions Trading Scheme,UK Emissions Trading Scheme United Kingdom (2002),Country,,United Kingdom,,,"Market-based instruments, GHG emission reduction crediting and offsetting mechanism, GHG emissions allowances","Industry, Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables, Non-energy use",,Ended,2002,,,Unknown,Mitigation,https://webarchive.nationalarchives.gov.uk/ukgwa/20130822074033/http://www.defra.gov.uk/environment/climatechange/trading/uk/index.htm,,,,,,
211002953,GBR,Annual,UK Implements EU Linking Directive,UK Implements EU Linking Directive United Kingdom (2005),Country,,United Kingdom,,,"Market-based instruments, GHG emission reduction crediting and offsetting mechanism, GHG emissions allowances","Industry, Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables, Non-energy use",,In force,2005,,,Unknown,Mitigation,https://www.gov.uk/guidance/participating-in-the-eu-ets,,,,,,
211002954,GBR,Annual,UK Incentives for EV Ownership,UK Incentives for EV Ownership United Kingdom (2017),City,,United Kingdom,,,Fiscal or financial incentives,"Transport, Low-emissions mobility","Incentives for EVs such as free parking are decided at local level. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2017,,,Unknown,Mitigation,https://www.iea.org/policies/6681-uk-incentives-for-ev-ownership?country=United%20Kingdom&qs=united,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
240306400,GBR,Annual,UK Net Zero Research and Innovation Framework: Delivery Plan 2022-2025,UK Net Zero Research and Innovation Framework: Delivery Plan 2022-2025 United Kingdom (2023),Country,,United Kingdom,,,"Economic instruments, Direct investment, RD&D funding",Electricity and heat,The UK Net Zero Research and Innovation Framework entails a government investment exceeding £4 billion from 2022 to 2025. This funding is dedicated to the development of technologies crucial for achieving the nation's net zero goals. It emphasizes supporting businesses within the green economy and addressing urgent challenges that the market may struggle to tackle independently.,"Renewables, Other low-carbon technologies and fuel switch",,In force,2023,2022,2025,,Mitigation,https://www.gov.uk/government/publications/uk-net-zero-research-and-innovation-framework-delivery-plan-2022-to-2025,23/02/2024,,,,,
211002956,GBR,Annual,UK Renewable Energy Roadmap,UK Renewable Energy Roadmap United Kingdom (2011),Country,,United Kingdom,,,"Fiscal or financial incentives, Grants and subsidies","Electricity and heat, Renewables, Transport, Low-emissions mobility",Executive,Renewables,,In force,2011,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/uk-renewable-energy-roadmap/,,,,,,
211002964,GBR,Annual,Ultra Low Emission Taxi Scheme,Ultra Low Emission Taxi Scheme United Kingdom (2015),City,,United Kingdom,,London,Grants and subsidies,"Transport, Low-emissions mobility, Light-duty vehicles","This funding is in addition to £40 million already committed by the Mayor of London to compensate taxi drivers whose vehicles are affected by new tighter age limits to retire the oldest, most polluting taxis. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,"Mitigation, Air pollution",https://www.iea.org/policies/3291-ultra-low-emission-taxi-scheme?country=United%20Kingdom&qs=united,,,,,,
211002965,GBR,Annual,Ultra Low Emission Trucks Scheme,Ultra Low Emission Trucks Scheme United Kingdom (2017),Country,,United Kingdom,,,Grants and subsidies,"Transport, Low-emissions mobility, Heavy-duty vehicles","Vans were to go electric and lorries to run on hydrogen dual-fuel under a £20 million government programme to cut emissions and improve air quality. The funding, announced at the Sustainable Road Transport Conference, in central London, was being given to 20 firms who set out plans for innovative ways to deploy low and zero emission vehicles. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2017,,,Unknown,"Mitigation, Air pollution",https://www.iea.org/policies/3292-ultra-low-emission-trucks-scheme?country=United%20Kingdom&qs=united,,,,,,
211002966,GBR,Annual,Ultra Low Emission Vehicle R&D,Ultra Low Emission Vehicle R&D United Kingdom (2014),Country,,United Kingdom,,,"Research programme, Technology development","Transport, Low-emissions mobility, Heavy-duty vehicles, Light-duty vehicles","The government made £100m available to further bolster the UK’s position as a key destination for ultra low emission vehicle R&D. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy service demand reduction and resource efficiency,,In force,2014,,,Unknown,Mitigation,https://www.iea.org/policies/3293-ultra-low-emission-vehicle-rd?country=United%20Kingdom&page=2&qs=united,,,,,,
211002967,GBR,Annual,Ultra Low Emission Zone (ULEZ) London,Ultra Low Emission Zone (ULEZ) London United Kingdom (2019),City,,United Kingdom,,London,Energy and other taxes,"Transport, Low-emissions mobility, Heavy-duty vehicles, Light-duty vehicles","The Ultra Low Emission Zone (ULEZ) replaced the T-Charge on 8 April 2019. It operates 24 hours a day, 7 days a week, every day of the year (except Christmas Day), within the same area as the Congestion Charge zone. Most vehicles, including cars and vans, need to meet the ULEZ emissions standards or their drivers must pay a daily charge to drive within the zone. As of January 2020, the fees are: £12.50 for most vehicle types, including cars, motorcycles and vans (up to and including 3.5 tonnes); £100 for heavier vehicles, including lorries (over 3.5 tonnes) and buses/coaches (over 5 tonnes). (See references for detailed information on requirements and standards.)",Other low-carbon technologies and fuel switch,,In force,2019,,,Unknown,Mitigation,"https://tfl.gov.uk/modes/driving/ultra-low-emission-zone/ulez-where-and-when
https://tfl.gov.uk/modes/driving/ultra-low-emission-zone/ways-to-meet-the-standard",,,,,,
211002989,GBR,Annual,Vehicle Excise Duty (VED): fuel type and CO2 emission vehicle bands,Vehicle Excise Duty (VED): fuel type and CO2 emission vehicle bands United Kingdom (2001),Country,,United Kingdom,,,Energy and other taxes,"Transport, Light-duty vehicles",,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2001,,,Unknown,Mitigation,https://www.gov.uk/vehicle-tax-rate-tables,,,,,,
211003085,GBR,Annual,Voluntary Agreement on the Phase Out of Incandescent Light Bulbs,Voluntary Agreement on the Phase Out of Incandescent Light Bulbs United Kingdom (2007),Country,,United Kingdom,,,"Negotiated agreements (public-private sector), Voluntary approaches","Buildings, Appliances",,Energy efficiency,,Ended,2007,,,Unknown,Mitigation,https://researchbriefings.files.parliament.uk/documents/SN04958/SN04958.pdf,,,,,,
211003099,GBR,Annual,Warm Front Scheme,Warm Front Scheme United Kingdom (2000),Subnational region,,United Kingdom,England,,Grants and subsidies,Buildings,"The Warm Front scheme provided grants for packages of insulation and heating measures to vulnerable households in the private sector in England of up to GBP 3 500 (or GBP 6 000 where oil central heating or other alternative technologies are recommended). It was focused on citizens in receipt of certain income-related benefits. It ended in December 2012. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,Ended,2000,,,Unknown,Mitigation,https://www.iea.org/policies/2277-warm-front-scheme?country=United%20Kingdom&page=5&qs=united,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211005258,GBR,Annual,Woodland Carbon Guarantee - carbon capture,Woodland Carbon Guarantee - carbon capture United Kingdom (2020),Country,,United Kingdom,,,"Fiscal or financial incentives, Tendering schemes","Agriculture and forestry, Forestry","The Woodland Carbon Guarantee is an incentive scheme to help accelerate woodland planting rates across
England. These new woodlands will permanently remove CO2 from the atmosphere.
The guaranteed price for your CO2 is agreed with the government through an online reverse auction. In order to bid in the auction, the applicant need to calculate how much money will be needed(per tonne of CO2) to the planting project be viable and worthwhile. If the bid is successful in the auction, the government will buy the CO2 for the bid price.
 ",Non-energy use,,In force,2020,2020,,High,"Land use, Mitigation","https://www.gov.uk/guidance/woodland-carbon-guarantee
https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/843628/4.1.4_FC_A5_Leaflet_Woodland_Carbon_Guarantee_WEB_FINAL.pdf",01/05/2021,,,,,
240306408,GBR,Annual,Zero Emissions Vehicle Mandate,Zero Emissions Vehicle Mandate United Kingdom (2023),Country,,United Kingdom,,,"Policy support, Strategic planning",Transport,"The UK aims for 80% of new cars and 70% of new vans sold in Great Britain to be zero-emission by 2030, reaching 100% by 2035. This transition is pivotal for reducing emissions from the transportation sector and achieving climate targets.",Renewables,,In force,2023,,2035,,Mitigation,https://www.gov.uk/government/news/government-sets-out-path-to-zero-emission-vehicles-by-2035,23/02/2024,,,,,
211003137,GBR,Annual,ZeroCarbonCity,ZeroCarbonCity United Kingdom (2005),Country,,United Kingdom,,,"Policy support, Information and education",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables, Non-energy use",,Ended,2005,,2007,Unknown,Mitigation,"https://www.zemo.org.uk/news-events/news,british-council-launches-zerocarboncity-campaign_179.htm",,,,,,
